country,time,latitude,longitude,yield
China,1994-09-11T20:48:30Z,39.0063718,117.6852235,1
China,1945-04-28T10:15:26Z,29.299853,108.777742,73
China,1980-11-21T00:46:49Z,25.732824,117.130129,20
Pakistan,1993-11-09T01:42:31Z,30.4322645,72.3382454,15
China,1968-10-19T04:54:00Z,35.553144,116.783833,93
North Korea,1982-11-05T22:14:12Z,40.32306,128.65528,100
China,2016-08-25T18:36:16Z,39.21074,101.66898,95
Russia,1949-01-06T12:04:27Z,55.0214573,82.6615789,53
China,1975-01-01T06:11:25Z,40.797661,120.7511781,79
China,1943-12-29T16:19:36Z,39.9929963,116.4690641,2
China,2002-04-23T22:33:16Z,29.893672,110.346166,76
Russia,1956-08-05T04:52:10Z,48.0134881,37.7314838,31
China,2016-06-18T12:11:11Z,28.260189,117.069202,97
Pakistan,1944-12-23T02:10:09Z,30.2371203,68.5211384,60
Russia,1977-03-06T10:38:52Z,58.0312993,38.6043668,46
Russia,2016-03-10T18:12:45Z,54.6192996,39.8560057,49
France,1955-12-30T12:05:42Z,45.638468,0.129895,4
China,1977-12-29T01:02:54Z,22.806457,114.073302,55
China,2014-11-08T13:33:18Z,29.893672,110.346166,39
China,1988-11-13T09:00:50Z,31.058765,121.315718,51
United States,1970-11-23T17:43:25Z,42.5069391,-96.3598367,36
France,1944-07-15T11:46:48Z,48.9194633,2.2987001,33
China,1978-09-05T15:00:59Z,22.517585,113.39277,69
China,1978-06-28T19:16:23Z,31.627447,121.022581,3
France,1983-01-31T15:42:19Z,47.594843,1.3155028,23
China,2017-03-02T12:11:38Z,31.3265959,105.7904148,84
United States,1981-04-23T00:14:00Z,39.1674274,-84.5484275,62
China,1959-04-24T03:35:37Z,35.85544,102.43323,1
Russia,1991-06-03T23:31:12Z,61.8099494,30.9377106,18
China,1947-11-05T13:59:38Z,25.045532,101.528068,71
China,1980-03-05T02:02:41Z,42.615891,114.744988,99
China,1980-04-28T01:09:05Z,39.3433574,117.3616476,63
China,1968-05-02T09:41:12Z,28.47952,107.426841,23
China,2016-09-08T05:19:16Z,37.198731,106.1580937,80
China,1953-04-13T18:37:09Z,28.155801,105.444765,1
China,1957-04-12T11:23:13Z,36.689044,117.302269,98
Russia,1973-03-06T03:43:17Z,55.2402058,72.9177892,74
China,1991-04-13T23:42:47Z,32.165,108.8822222,13
China,1952-08-01T00:35:56Z,23.296786,113.823135,88
United States,1946-12-20T00:16:23Z,42.4678076,-70.9844,76
Russia,1949-05-01T17:06:03Z,51.9769348,116.5697117,85
Russia,2003-07-12T02:55:42Z,55.8437552,38.3176424,19
China,2014-03-19T04:29:49Z,30.819696,121.08105,73
Russia,1954-01-29T23:57:41Z,52.4725764,104.4039141,100
China,2003-01-06T22:03:52Z,35.024634,110.99742,44
China,1995-07-28T20:55:50Z,31.2303904,121.4737021,14
China,1999-06-21T09:13:31Z,31.953702,118.839685,82
China,1986-07-14T17:44:12Z,38.320362,114.723904,83
China,1997-08-23T23:39:49Z,43.897258,89.939332,90
China,1943-08-22T01:13:39Z,23.365556,116.70345,47
China,1964-09-18T22:25:13Z,33.288467,100.435347,37
China,1949-09-25T18:08:22Z,30.184907,121.227926,15
China,1954-12-27T06:11:17Z,32.0378049,118.7870855,80
United States,1979-10-24T21:05:56Z,37.54,-77.45,94
Pakistan,1950-03-01T20:46:03Z,31.44803,73.71257,88
China,1963-03-29T01:49:23Z,37.2425649,111.8568586,63
Russia,2017-02-02T08:58:42Z,53.3624134,55.9381136,82
France,1945-09-29T08:39:02Z,43.6227518,1.5256514,94
Pakistan,1987-08-02T08:38:12Z,34.1840093,71.7791319,46
China,1980-04-05T15:45:07Z,39.9947462,116.3397725,78
Russia,1962-03-07T21:16:57Z,44.0088432,39.192149,64
France,1974-12-14T22:17:25Z,47.3892142,0.6942885,39
Russia,1953-12-30T21:25:23Z,51.1632,41.151,57
France,1976-03-21T22:53:32Z,47.3675629,2.901637,91
United States,1943-05-08T08:02:04Z,31.4637723,-100.4370375,52
France,2007-11-29T04:20:52Z,44.8870215,3.883654,58
France,2013-11-30T10:45:21Z,47.304702,5.970378,12
China,1961-04-26T14:44:53Z,38.135288,114.397004,83
China,1953-01-18T20:25:05Z,27.939395,104.622995,66
China,1944-07-06T08:23:03Z,30.1787074,121.1174238,43
China,1979-07-01T07:41:47Z,31.887402,115.440283,43
China,1988-11-11T17:14:15Z,46.424008,123.674166,96
Pakistan,1967-10-01T20:28:34Z,25.4219675,68.5142341,64
China,2007-05-19T10:17:56Z,28.03825,120.892196,4
France,2016-05-31T14:58:22Z,48.1967872,6.4788333,61
France,1988-01-20T15:44:02Z,46.6121379,0.3379133,22
China,1992-12-30T16:18:37Z,22.691253,114.346251,55
China,2006-05-07T16:31:41Z,35.575064,111.230547,1
United States,2003-11-05T11:24:39Z,47.2420053,-122.4206086,9
Russia,1951-10-11T17:25:20Z,42.59689,47.71824,14
China,1982-08-12T08:10:15Z,30.2638032,102.8054753,12
China,1981-06-27T22:34:59Z,27.013081,106.452907,91
China,1994-12-06T12:11:27Z,38.995854,117.688815,55
China,1944-05-24T11:44:19Z,21.441808,110.778411,54
China,1953-12-07T18:30:35Z,47.1892329,8.7108197,5
United States,1943-06-11T21:29:42Z,34.28,-118.7,11
Pakistan,2005-01-31T06:18:11Z,31.5555726,74.3925525,14
China,1958-05-30T14:46:29Z,24.9848125,118.8310811,39
France,1965-02-23T22:20:50Z,49.2272998,2.8814002,60
Russia,1950-12-10T05:59:25Z,55.7293755,36.8606149,24
North Korea,1944-05-21T07:38:49Z,39.0392193,125.7625241,85
China,1982-04-08T05:11:40Z,40.02575,124.2869167,93
China,1970-11-16T01:39:48Z,27.874615,98.993616,89
France,1952-09-06T11:51:45Z,48.7700185,2.3508225,45
France,1975-05-15T04:23:51Z,49.2066705,2.0391896,47
France,1970-01-11T08:11:41Z,43.8177168,4.343135,52
China,2011-06-25T20:05:26Z,27.236635,108.912375,26
China,2016-05-14T00:41:17Z,23.583208,116.468928,69
North Korea,1972-01-31T09:36:15Z,41.09028,128.29333,18
China,1947-10-21T09:39:58Z,27.522725,112.507849,33
Russia,1977-01-31T19:33:54Z,52.7038839,55.8511258,61
China,1976-04-11T08:48:19Z,38.238247,114.491954,31
China,1989-05-17T18:21:58Z,23.9563274,113.1916737,41
China,2001-07-24T00:35:46Z,28.03825,120.892196,33
China,1992-12-08T20:18:58Z,28.590337,105.697472,60
China,1981-12-27T17:00:41Z,24.9936281,121.3009798,62
China,1967-01-17T13:47:13Z,24.4752847,101.3431058,78
China,1961-10-22T06:44:38Z,27.318852,115.444319,44
China,1942-06-11T09:24:27Z,30.7959602,120.6060568,82
United States,1976-08-05T19:28:14Z,42.9267976,-85.6480724,82
United Kingdom,2013-05-15T09:37:41Z,52.753093,-2.941678,74
China,1964-07-28T00:15:15Z,27.395894,114.286422,25
China,1967-04-22T17:34:06Z,31.385597,120.980736,6
China,1944-06-13T02:43:46Z,36.285792,120.601428,11
China,2004-09-15T14:55:02Z,30.128901,104.627636,7
United States,1964-08-27T11:14:05Z,41.879109,-86.550039,45
China,1965-06-21T14:36:39Z,26.263406,117.638678,31
Russia,1973-10-20T01:04:07Z,43.2837871,46.4531554,98
China,2002-01-04T22:15:51Z,41.733296,125.5668499,13
United States,1962-11-11T20:11:31Z,32.9901414,-96.8027198,38
China,2000-06-25T04:57:33Z,36.285616,115.147814,12
Russia,1976-03-22T20:30:54Z,55.2195122,75.9815939,35
China,2002-04-20T17:11:58Z,34.519664,113.004052,43
Russia,1959-07-18T14:15:29Z,62.930833,152.385,56
China,2010-01-19T17:54:29Z,52.3716937,4.8925949,4
Russia,1972-08-21T12:29:35Z,45.2379183,38.9712949,46
China,2012-10-30T10:06:08Z,42.583016,122.445594,69
China,2004-10-25T07:09:34Z,31.857513,120.507721,96
China,1960-06-26T07:42:15Z,40.6238989,122.5200228,89
China,1963-02-24T12:31:29Z,25.797931,110.011238,83
China,1969-02-11T16:25:20Z,33.258244,115.374821,63
China,1983-08-20T03:13:32Z,34.423878,110.947552,28
Russia,1949-03-30T09:56:32Z,52.0531815,36.1294093,13
China,1942-05-14T16:28:06Z,31.5259047,121.7614898,27
China,1962-10-26T15:54:32Z,32.53292,110.983684,39
Russia,1950-10-05T07:46:26Z,51.791159,87.2508267,34
United States,1953-07-09T12:14:45Z,42.4678076,-70.9844,50
Russia,1977-07-28T05:11:20Z,59.9638414,30.3516338,91
China,1968-01-11T04:35:58Z,28.074649,119.141473,89
United States,1986-01-07T10:10:12Z,41.5359304,-88.1193763,24
China,1979-06-17T00:59:30Z,39.246621,107.666176,56
China,1962-10-13T11:54:41Z,29.915093,118.279198,21
China,2005-08-31T07:54:07Z,37.550856,115.579308,36
Russia,2003-05-07T02:23:48Z,55.1860004,44.1197993,24
China,2000-03-19T04:39:36Z,22.555855,114.140113,90
France,1970-07-22T14:55:34Z,46.5993244,-1.1457859,19
China,1954-07-01T08:53:42Z,46.5807254,125.1344298,92
China,1956-09-05T04:19:37Z,33.868434,113.054801,86
China,2008-10-20T20:26:30Z,29.999504,106.65627,21
China,1956-10-12T21:02:42Z,39.9041999,116.4073963,31
China,2002-07-10T15:00:17Z,28.397356,108.643901,42
Russia,2014-12-25T19:04:20Z,50.7326515,41.9594576,37
China,1964-09-10T08:07:04Z,46.1382935,124.7973212,44
China,2013-07-01T05:23:50Z,30.651078,120.183168,48
China,1942-06-04T13:34:09Z,35.579427,109.262961,14
China,1943-01-01T13:59:10Z,43.236229,94.324152,95
United Kingdom,1987-12-12T22:15:20Z,51.4255297,-0.2050566,66
France,1947-10-24T22:46:31Z,43.5773738,3.8189307,68
China,1962-03-15T19:06:56Z,39.10972,117.246625,62
China,1954-01-22T06:06:26Z,37.0237497,120.5622121,21
China,1965-08-18T16:40:43Z,41.8136349,123.5288621,85
China,1980-02-14T09:19:19Z,25.49872,119.790168,52
China,1980-03-26T13:58:01Z,41.455932,118.106868,52
China,1991-12-13T03:46:22Z,31.121239,121.370354,83
China,2015-09-21T18:35:45Z,28.0093247,120.6569721,23
France,1965-07-07T09:17:26Z,47.9956173,0.1924459,83
Russia,1960-02-26T11:47:14Z,53.9384912,36.6848996,52
China,1977-10-23T08:12:58Z,36.865827,116.231416,97
Russia,1993-11-26T05:44:54Z,55.6188565,74.0452068,20
China,1983-04-10T10:34:53Z,30.646759,111.276255,93
China,1943-02-04T08:48:36Z,31.5094268,116.8877403,21
China,1997-01-07T00:01:39Z,38.6026034,-90.4365807,3
China,1975-07-03T22:21:57Z,28.264515,115.9608,99
China,1991-10-24T07:15:12Z,35.709077,107.643631,98
Russia,1994-01-14T13:06:39Z,54.6335878,21.8138526,64
China,1965-02-15T06:46:12Z,34.313074,108.715716,83
Russia,1947-10-26T11:17:31Z,44.9870496,38.994454,95
China,1962-02-19T11:13:20Z,34.26645,108.960747,78
United States,2009-02-09T16:14:01Z,21.3039859,-157.8625674,75
China,1953-07-03T21:38:31Z,31.753884,118.565462,62
China,1988-08-12T06:26:25Z,26.641774,118.17771,94
China,2002-01-26T21:36:54Z,38.240246,114.32282,72
China,1959-04-16T12:19:32Z,29.334318,117.001279,4
China,2014-11-09T01:26:18Z,30.912302,95.604143,34
China,1984-01-15T13:11:41Z,23.36225,103.374576,22
China,2012-12-26T17:45:33Z,29.948998,121.716539,7
China,1943-12-10T16:46:57Z,33.6669335,113.1115294,74
China,1967-04-17T05:15:37Z,30.233873,119.724733,54
Russia,2010-10-18T20:45:35Z,52.3992802,36.5028259,21
Russia,1948-06-27T02:35:39Z,54.789029,39.833505,44
China,1946-07-10T01:26:42Z,44.275895,123.9674831,11
China,2017-07-29T02:23:51Z,30.501816,110.738098,3
China,2016-01-16T05:08:41Z,25.600272,115.786056,93
Russia,2014-05-11T11:34:59Z,53.0475258,90.944621,59
China,1963-05-17T00:48:31Z,24.057648,116.321659,52
China,1983-01-12T12:00:57Z,24.607906,118.534074,91
China,1986-02-27T15:09:46Z,22.556499,114.236875,33
Russia,2011-01-05T08:29:56Z,45.3727904,40.829856,42
China,2005-03-09T10:38:20Z,30.070453,115.944218,15
China,1976-02-14T13:51:43Z,30.6031858,104.1029064,13
France,1981-05-31T03:46:33Z,44.8445542,-0.5494198,45
Russia,1994-05-08T06:40:30Z,52.6545685,41.4475479,40
France,2004-12-12T12:17:07Z,48.4621258,7.4888434,46
United Kingdom,2014-12-06T17:24:50Z,53.3992318,-1.7622544,1
China,2002-10-23T23:36:12Z,35.657584,103.307618,57
China,1979-11-28T03:56:06Z,30.864884,112.67271,38
France,1976-10-30T22:51:34Z,48.7717343,2.5030826,89
China,1999-03-26T10:13:11Z,29.703113,107.389298,74
China,2011-06-24T07:17:02Z,32.096344,118.909159,20
Russia,1949-01-04T22:58:27Z,53.6934353,124.8109085,60
China,1957-03-20T09:05:47Z,39.34163,112.395432,58
United States,1972-01-15T16:22:23Z,39.7912709,-84.3226488,64
China,1960-10-10T19:44:09Z,43.83179,125.291414,69
France,1979-05-05T07:13:29Z,47.3591366,2.8002946,85
China,1961-12-29T19:35:05Z,30.405177,103.798484,47
France,1953-11-14T09:35:07Z,48.7471816,2.3572729,54
Russia,1943-09-06T01:44:41Z,53.7217952,40.0305734,8
China,2005-06-20T01:47:49Z,30.0747701,-95.5216667,94
France,1989-04-19T20:10:50Z,47.3410322,1.1586866,47
United States,1995-02-01T10:13:23Z,31.8840886,-102.4953899,46
China,2012-03-22T17:06:57Z,24.412155,115.744112,2
China,1964-12-30T20:13:35Z,30.242572,120.053059,65
China,1960-04-14T07:28:24Z,39.6900895,115.9298599,52
France,1954-10-25T22:09:54Z,48.8610504,2.3237084,25
China,2010-07-05T03:29:48Z,34.613586,118.367215,82
China,1987-04-20T05:22:27Z,29.724589,116.245433,68
China,1970-03-17T13:55:59Z,33.5719791,-84.3396421,61
Russia,1962-06-09T09:16:02Z,55.3293156,42.0426795,3
France,2007-11-06T20:57:08Z,43.7441795,2.511999,67
China,1985-03-15T11:28:25Z,25.63273,118.980277,99
China,1973-04-16T06:42:47Z,47.520508,87.750232,87
China,1978-03-29T14:40:54Z,26.27436,106.586543,50
United States,1991-04-06T02:19:40Z,41.0875099,-81.6363869,50
China,1948-06-17T13:10:17Z,34.852159,117.564229,87
China,1948-11-20T02:35:57Z,30.031533,101.014425,11
Russia,1982-03-05T09:57:08Z,51.400458,86.02293,18
China,2003-12-20T02:05:53Z,31.491169,120.31191,90
China,1997-05-16T11:28:44Z,24.9936281,121.3009798,55
Russia,1980-10-03T02:42:46Z,46.0714056,40.8784823,51
China,2003-07-23T17:38:22Z,31.050715,118.858949,24
China,1994-04-15T01:43:39Z,32.099905,118.031463,15
China,1945-07-30T09:26:26Z,38.03,106.317671,76
China,1982-08-07T19:39:23Z,30.855065,113.734707,68
China,2012-04-28T05:37:16Z,24.8415601,99.0818001,54
China,1942-07-17T22:07:42Z,30.493506,112.906645,94
China,2017-12-07T06:19:02Z,40.2023282,116.2398367,13
China,1983-03-05T12:59:45Z,46.80381,85.45172,65
China,1980-12-18T12:20:52Z,31.223427,121.455964,4
Russia,1949-01-19T02:28:08Z,61.6724707,40.2145002,33
United States,1969-10-21T10:04:55Z,47.2457073,-122.4773432,86
China,1959-01-02T01:09:16Z,31.035395,112.199427,84
Russia,1977-06-28T09:30:39Z,45.8029045,38.9986184,92
China,1996-09-27T19:35:33Z,24.364134,114.562955,79
China,1991-01-04T19:40:32Z,35.063892,101.818885,7
United States,1969-01-06T12:26:19Z,44.934021,-123.3072848,72
France,2007-03-03T02:04:13Z,45.3875142,4.287114,51
China,2003-08-15T10:32:10Z,36.962883,115.260968,35
China,1994-11-30T01:57:22Z,40.882377,122.685217,51
France,1966-05-30T03:52:29Z,43.704612,7.261933,52
China,1964-08-20T05:59:35Z,31.3265959,105.7904148,64
China,1949-09-20T08:58:26Z,44.362833,85.35698,16
China,1989-11-03T13:38:53Z,40.508339,79.047291,34
China,1962-12-21T10:03:42Z,21.857958,111.982232,28
China,2012-08-14T12:46:31Z,29.972084,106.27613,92
China,1998-11-08T04:50:28Z,32.627137,119.257096,71
China,1999-07-24T04:11:57Z,26.647661,106.630153,15
Russia,1981-10-10T03:05:09Z,44.9293507,39.7571015,75
France,1946-10-21T17:10:21Z,47.9956173,0.1924459,36
France,1960-06-09T10:43:05Z,48.0080981,6.7166698,32
China,1987-01-07T14:26:16Z,39.882122,116.2637946,19
China,1971-04-21T14:13:55Z,23.020673,113.751799,77
Russia,1981-07-14T21:35:22Z,45.3913779,40.1763516,30
China,1979-11-12T19:01:04Z,31.753884,118.565462,97
China,1955-02-10T15:20:35Z,32.707997,110.341615,21
China,1951-01-15T05:58:34Z,37.520481,115.251124,58
Russia,1958-03-29T20:28:47Z,50.2350707,38.0596975,34
China,1994-05-20T10:02:58Z,36.284107,100.620031,87
Russia,2017-06-26T06:11:12Z,53.5484776,87.2598304,72
Russia,1997-06-14T16:56:46Z,52.664639,35.8136035,13
France,1957-10-26T19:26:08Z,45.180548,0.768949,11
China,2009-09-27T18:35:55Z,26.641315,100.222545,37
China,2005-08-04T03:34:22Z,29.584292,111.380014,69
China,2014-07-26T17:26:18Z,27.318852,115.444319,1
China,1970-10-13T08:25:38Z,29.334318,117.001279,26
China,1984-09-23T03:00:45Z,30.9578398,107.8655766,31
China,1960-04-09T14:31:25Z,33.6634952,112.6061178,96
United States,1956-06-17T17:39:30Z,33.7654607,-84.38709,2
France,2003-05-14T05:47:19Z,48.6277459,2.4381665,26
China,1991-04-02T02:13:32Z,27.378875,103.534774,15
China,1978-11-30T14:36:22Z,30.20856,120.211816,66
China,2003-12-06T15:34:30Z,27.991617,114.387256,2
China,1956-10-24T04:04:50Z,35.288456,115.098698,19
China,1971-11-06T08:50:44Z,32.018685,120.835617,66
United States,2016-06-14T01:25:37Z,35.3756077,-94.4313928,15
China,1988-12-26T21:36:13Z,30.741203,121.300071,35
China,1983-01-26T09:55:39Z,23.131797,113.407143,18
China,1945-01-30T20:52:41Z,27.69965,108.839557,77
Russia,1943-08-13T00:57:32Z,53.1212988,35.3879453,23
China,1982-06-04T08:11:07Z,31.364902,108.249509,76
United States,1951-05-06T14:00:45Z,32.93,-97.44,11
United States,1970-04-11T15:24:26Z,42.6862558,-82.7625747,59
China,2013-08-31T05:24:00Z,25.419319,118.993885,53
France,2000-01-06T21:41:02Z,48.7997482,2.4699259,12
China,1980-12-29T21:05:45Z,26.855047,100.22775,78
China,1981-07-06T03:26:24Z,30.466314,92.55497,25
China,1995-11-16T16:31:31Z,22.517585,113.39277,99
China,1956-07-04T21:24:39Z,34.158997,108.906994,76
China,1981-05-16T21:25:44Z,39.8184959,116.5558524,14
Russia,1950-02-26T20:06:21Z,53.2264,78.9845,46
China,1982-09-11T09:16:35Z,24.49705,103.418167,23
France,1973-09-12T16:24:59Z,45.9472601,-0.9636732,68
China,1997-03-21T20:19:43Z,31.760353,93.617125,65
China,1973-01-02T04:45:53Z,35.26364,116.449839,87
China,1965-04-28T14:56:28Z,23.6347,102.826557,4
Russia,1951-03-28T14:15:12Z,54.8737338,83.000494,96
Russia,1968-08-28T08:47:55Z,43.4136328,43.7924407,9
China,1983-11-10T06:56:33Z,25.073688,121.5140449,36
China,1963-09-27T20:09:10Z,41.103983,114.05056,31
China,1968-01-13T06:44:18Z,32.728228,116.943665,65
France,1971-04-18T18:53:23Z,45.3207796,4.1293609,47
France,2000-04-24T16:06:55Z,43.454956,4.946467,80
France,1967-04-20T06:31:42Z,43.4945737,5.8978018,44
China,1987-03-29T13:38:39Z,42.654146,122.749282,23
China,1975-06-04T08:27:51Z,37.045911,111.831552,22
China,1966-09-22T13:15:42Z,39.9368237,116.4442945,18
China,2007-02-26T12:06:32Z,39.2166313,77.6012162,12
China,2007-11-27T21:56:48Z,27.716826,112.007114,75
China,1956-05-18T15:08:08Z,29.859268,89.387008,76
Russia,1986-01-22T13:35:11Z,60.0043226,56.655672,85
China,2016-10-29T05:43:08Z,30.453667,114.872199,28
United States,1984-06-15T18:01:26Z,36.09,-79.83,41
Russia,1965-08-23T04:06:57Z,55.3979,45.614,18
France,2005-10-21T08:33:56Z,43.4945737,5.8978018,63
United States,1959-02-19T10:53:48Z,36.1069958,-79.8522564,84
Russia,1994-08-09T11:02:33Z,60.994897,71.8982957,84
China,2008-08-31T03:20:13Z,47.1892329,8.7108197,32
China,1994-07-16T23:20:02Z,31.364902,108.249509,73
China,1989-02-17T16:18:04Z,37.856971,113.580519,31
China,1948-05-08T16:45:52Z,35.289368,115.089905,96
China,1964-08-04T09:31:44Z,40.343992,123.4454,72
China,1995-08-12T14:45:23Z,35.177451,109.590671,40
China,1991-06-10T06:32:18Z,27.788371,107.913127,68
China,1984-06-08T20:19:54Z,41.450529,121.916465,19
China,1953-05-29T15:23:56Z,29.367984,111.177234,91
China,1989-06-19T13:49:09Z,27.6616992,120.5610519,69
China,1973-11-09T02:10:17Z,52.54952,13.35118,75
China,2006-07-29T13:47:56Z,31.298974,120.585289,12
China,1966-10-28T08:39:02Z,34.0506434,109.3781809,30
United States,1984-12-29T01:40:58Z,34.0051492,-81.0488996,98
United States,1957-07-30T00:59:42Z,29.483344,-98.5207797,98
China,2010-04-06T04:59:55Z,40.32084,97.1234,33
China,1977-09-17T10:13:53Z,32.655325,103.604698,31
China,1978-07-25T08:54:01Z,42.7415586,-84.5050878,23
China,2013-03-30T03:02:30Z,45.33697,131.011304,94
Russia,1943-12-05T04:07:39Z,55.5807611,37.7673912,14
United States,1961-03-23T14:46:02Z,44.903044,-93.2332244,65
Pakistan,1984-10-08T21:20:08Z,27.96897,68.80481,97
China,2010-11-13T23:05:24Z,32.318255,109.715304,13
China,1994-09-02T07:16:15Z,22.948016,113.366904,58
China,2001-04-01T18:49:05Z,38.042805,114.514893,81
China,1952-03-12T00:36:05Z,24.176656,107.349803,52
China,1955-03-28T07:12:30Z,31.630613,118.421214,53
China,1944-03-22T01:36:38Z,42.223828,123.726035,77
Russia,1975-12-05T06:17:09Z,55.5146696,35.8272389,90
China,1963-05-06T02:38:27Z,29.476705,121.869339,67
Russia,1990-12-03T01:14:19Z,55.2519048,52.5882232,68
China,1987-07-10T05:13:41Z,31.947633,108.664214,95
China,1952-08-22T02:36:00Z,39.013668,112.882158,7
United States,1988-01-07T00:34:28Z,33.6289952,-112.1370601,49
Russia,2003-11-10T06:00:16Z,53.4878671,50.039864,15
China,1969-06-17T08:17:22Z,42.57495,123.16525,58
China,1987-02-18T02:44:10Z,39.957737,116.363671,99
China,1959-02-19T06:52:56Z,29.696195,106.79542,70
China,1961-05-08T20:37:29Z,36.645169,117.364633,50
France,1997-12-05T23:20:18Z,44.8529367,0.4881056,34
China,1991-04-10T04:33:17Z,43.1520105,126.4371385,7
United States,1997-04-03T00:38:24Z,33.76,-84.39,13
Russia,2002-08-15T10:30:07Z,54.3749589,60.0069111,97
China,1951-07-16T19:53:46Z,37.520481,115.251124,30
Russia,2008-02-26T03:46:59Z,71.96347,114.09199,75
China,1994-05-21T11:25:09Z,26.885704,120.005147,51
Russia,1943-06-05T20:11:58Z,53.9559626,38.2899306,7
Russia,1965-01-16T09:47:59Z,44.0752881,39.0848844,85
China,1998-01-06T06:09:25Z,39.8086333,116.4455561,10
China,1983-08-29T06:40:29Z,28.441209,115.360554,13
United States,1970-09-11T10:11:27Z,42.4395419,-83.3155257,16
Russia,2012-07-02T14:30:45Z,45.149066,43.4277535,40
China,1984-06-08T21:01:12Z,39.585229,117.238073,48
China,1942-10-27T18:50:39Z,23.021478,113.121435,5
China,1971-07-20T23:26:34Z,35.6905313,105.0546075,30
China,1970-10-21T07:32:30Z,29.606703,106.574271,85
Russia,1947-06-22T04:07:02Z,51.3978,83.5598,10
China,2000-03-25T12:58:31Z,31.2289489,121.4584218,7
China,1999-08-21T15:03:11Z,39.975999,116.317558,69
China,1942-06-24T02:41:17Z,22.720974,114.246899,92
China,1964-07-23T09:13:20Z,28.590337,105.697472,65
China,2006-04-19T20:41:32Z,26.117104,113.114914,8
China,2002-11-27T13:32:01Z,48.071593,119.059106,14
China,1983-12-16T06:48:11Z,23.2462521,113.0030017,54
United States,1983-12-01T04:46:20Z,35.1341835,-89.8655563,50
Russia,2007-06-03T02:31:11Z,44.0328,42.8813,12
United States,1962-09-21T21:01:49Z,33.6977944,-117.7765895,31
China,2013-01-27T09:35:57Z,42.284605,125.744735,83
China,2004-01-05T22:55:09Z,24.466675,112.626495,84
United States,1956-11-09T00:09:55Z,37.2422863,-121.7309452,79
United States,1962-04-17T20:47:03Z,38.43923,-122.6673018,32
China,1950-02-21T19:47:10Z,32.43155,116.514251,92
Russia,2000-05-04T10:45:11Z,61.8171356,51.5568693,71
China,1945-05-16T21:53:15Z,24.012808,97.85193,79
Russia,1943-09-09T00:02:45Z,53.7417003,119.7575154,3
China,1948-12-12T07:06:45Z,24.192468,115.665617,68
China,1989-03-18T16:51:59Z,32.317865,118.36525,43
China,1987-09-21T21:21:36Z,34.29922,108.490475,47
China,2006-08-27T01:18:25Z,35.242057,116.087054,100
China,1970-08-06T19:04:12Z,28.138525,109.326383,63
China,1975-04-02T10:48:23Z,39.827482,122.099452,58
China,1954-01-01T08:27:49Z,39.1934799,117.0775313,91
France,1965-08-07T06:34:57Z,47.3860507,0.7236073,86
China,1992-01-15T14:43:06Z,24.130374,110.189462,73
China,1972-02-11T12:21:14Z,31.114301,121.574951,57
China,1988-12-16T04:27:26Z,34.714779,111.47239,33
France,2016-09-27T18:12:00Z,49.0226173,1.1394024,42
China,1979-08-31T02:12:29Z,26.560231,100.176498,27
China,1991-02-09T16:36:23Z,40.415585,116.545578,73
China,2016-04-13T05:29:03Z,32.8676912,-80.017511,55
China,1990-10-26T06:40:11Z,40.417358,117.500558,92
France,2007-03-11T13:57:05Z,46.8087637,1.6937962,80
Pakistan,2003-12-09T11:28:22Z,26.1517206,68.6514455,51
China,1946-10-16T22:53:23Z,23.2252,113.148534,92
China,1982-12-19T04:58:25Z,25.526986,112.615815,25
China,1962-10-31T23:27:17Z,24.803563,115.482733,23
China,1992-04-03T19:09:02Z,30.521605,111.592073,37
Russia,2006-12-01T01:22:13Z,51.626324,39.4129061,74
United States,1945-01-28T18:39:32Z,32.0005346,-80.9760556,92
United States,1989-11-21T13:39:07Z,42.7282811,-84.5511177,78
China,1959-02-12T03:14:23Z,23.701262,117.430061,57
China,2006-09-28T21:49:15Z,44.81291,123.088238,94
China,1978-07-29T00:36:42Z,40.058197,116.408772,11
Russia,1964-07-05T23:32:42Z,51.0722125,132.6007578,71
Russia,1946-11-25T10:41:19Z,48.0514345,39.9041695,77
China,1976-12-14T15:37:48Z,27.34763,119.135302,43
China,1996-07-27T00:29:56Z,27.630806,114.029827,38
China,1988-07-13T21:49:10Z,22.676245,113.418215,18
China,1981-09-04T23:15:17Z,31.105555,111.214922,27
France,1954-06-26T10:14:09Z,45.8359543,5.0634248,58
China,1945-02-01T01:52:06Z,34.1777698,108.8682333,88
Russia,1959-02-02T04:38:40Z,59.902198,30.337848,52
China,2014-11-24T06:45:24Z,31.364902,108.249509,15
France,1945-01-15T09:55:05Z,43.7441795,2.511999,32
China,1954-09-29T22:54:17Z,29.117096,110.479191,64
China,1952-10-05T10:03:19Z,39.193073,112.865891,21
China,1965-11-23T04:15:58Z,33.626149,114.69695,94
China,2017-02-27T21:58:09Z,25.710538,116.754472,19
Russia,2011-06-26T03:58:55Z,54.8948642,42.7717966,38
France,1988-12-31T09:57:43Z,45.7782243,4.7987938,48
Russia,1975-10-05T10:59:28Z,56.8810476,60.0156754,49
Russia,2016-08-12T12:23:40Z,55.706586,37.5186129,1
China,2006-12-02T17:33:39Z,20.044412,110.198286,23
United States,1990-03-22T03:51:36Z,27.791959,-82.723924,40
China,1954-08-20T02:27:30Z,30.00415,110.246747,37
